InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV1013634,2025-08-22 03:35:05,STR033,PRD0033,Clothing,3,3570.62,15,1179.06,Returning,Cash
INV1013635,2025-09-27 04:36:05,STR013,PRD0010,Clothing,5,1555.73,0,170.1,New,Digital
INV1013636,2025-09-13 20:44:05,STR041,PRD0086,Shoes,2,5509.7,0,550.72,Returning,Card
INV1013637,2025-01-16 18:46:05,STR002,PRD0079,Accessories,5,5363.28,20,630.69,Returning,Card
INV1013638,2025-06-24 04:07:05,STR013,PRD0007,Clothing,2,4455.43,10,1908.7,New,Digital
INV1013639,2024-08-06 00:31:05,STR023,PRD0003,Clothing,1,3971.3,0,639.1,Returning,Digital
INV1013640,2024-05-25 23:11:05,STR034,PRD0087,Shoes,4,5281.21,15,1713.73,Returning,Digital
INV1013641,2025-07-11 00:45:05,STR011,PRD0071,Accessories,4,4325.03,10,437.69,Returning,Cash
INV1013642,2025-01-22 23:20:05,STR022,PRD0008,Clothing,3,1856.67,0,228.13,Returning,Cash
INV1013643,2024-06-20 08:33:05,STR019,PRD0088,Shoes,3,4875.92,10,1131.01,Returning,Card
INV1013644,2025-11-02 18:38:05,STR002,PRD0113,Shoes,4,7602.44,0,1094.88,Returning,Digital
INV1013645,2025-10-16 06:54:05,STR013,PRD0029,Clothing,7,2861.18,25,1500.4,Returning,Digital
INV1013646,2025-08-06 21:40:05,STR027,PRD0089,Shoes,3,6496.59,10,270.58,Returning,Card
INV1013647,2025-08-13 00:55:05,STR013,PRD0017,Clothing,4,1710.78,10,487.49,Returning,Digital
INV1013648,2024-08-22 07:43:05,STR048,PRD0020,Clothing,1,521.67,0,91.94,Returning,Cash
INV1013649,2024-08-24 19:36:05,STR015,PRD0056,Accessories,2,1792.68,15,1117.08,Returning,Digital
INV1013650,2024-12-09 02:45:05,STR044,PRD0052,Accessories,5,5583.19,25,592.58,Returning,Card
INV1013651,2025-10-29 00:58:05,STR034,PRD0035,Clothing,5,2439.54,0,820.74,Returning,Digital
INV1013652,2025-09-07 04:34:05,STR050,PRD0052,Accessories,5,4469.81,0,446.1,New,Card
INV1013653,2024-11-20 07:13:05,STR048,PRD0019,Clothing,5,4425.87,0,1959.99,Returning,Digital
INV1013654,2024-03-27 22:16:05,STR007,PRD0060,Accessories,3,2150.77,0,828.38,Returning,Cash
INV1013655,2024-11-07 05:14:05,STR023,PRD0023,Clothing,3,2071.28,20,832.86,New,Card
INV1013656,2024-05-12 03:09:05,STR050,PRD0055,Accessories,4,4754.78,5,1589.26,Returning,Cash
INV1013657,2025-11-12 21:25:05,STR017,PRD0083,Shoes,4,6299.04,10,1376.23,Returning,Digital
INV1013658,2024-08-03 03:36:05,STR050,PRD0070,Accessories,3,5550.25,10,510.3,Returning,Digital
INV1013659,2025-07-15 18:42:05,STR002,PRD0024,Clothing,4,2081.59,20,401.15,Returning,Card
INV1013660,2025-10-06 07:48:05,STR046,PRD0028,Clothing,5,2824.68,25,263.79,Returning,Card
INV1013661,2024-01-12 18:57:05,STR031,PRD0053,Accessories,6,5595.71,30,657.8,Returning,Card
INV1013662,2025-07-22 04:42:05,STR044,PRD0002,Clothing,2,4577.48,0,156.13,Returning,Digital
INV1013663,2024-01-06 00:53:05,STR006,PRD0012,Clothing,4,2335.08,20,1161.82,Returning,Cash
INV1013664,2025-09-01 02:16:05,STR029,PRD0056,Accessories,3,6144.12,25,1151.73,Returning,Card
INV1013665,2024-11-29 07:02:05,STR031,PRD0085,Shoes,3,6662.09,0,922.21,Returning,Card
INV1013666,2025-08-08 19:35:05,STR001,PRD0055,Accessories,2,6808.08,0,1576.88,New,Digital
INV1013667,2024-12-14 01:11:05,STR027,PRD0001,Clothing,5,2624.66,5,1479.27,New,Card
INV1013668,2024-01-05 02:10:05,STR036,PRD0110,Shoes,3,4475.56,0,1535.24,New,Cash
INV1013669,2024-06-09 21:37:05,STR037,PRD0012,Clothing,1,655.9,0,1125.84,New,Card
INV1013670,2025-06-30 01:53:05,STR003,PRD0022,Clothing,3,1261.76,0,1260.98,Returning,Cash
INV1013671,2024-03-29 05:18:05,STR019,PRD0081,Shoes,5,2393.53,0,1184.74,Returning,Digital
INV1013672,2025-10-22 18:38:05,STR026,PRD0027,Clothing,2,1700.66,0,230.82,Returning,Card
INV1013673,2024-08-11 04:02:05,STR032,PRD0059,Accessories,2,2881.6,0,409.91,Returning,Cash
INV1013674,2024-07-06 19:13:05,STR005,PRD0078,Accessories,2,8376.68,5,846.2,Returning,Cash
INV1013675,2024-02-13 04:50:05,STR002,PRD0105,Shoes,2,5839.98,5,572.66,Returning,Card
INV1013676,2023-12-06 03:04:05,STR005,PRD0048,Accessories,3,6985.83,5,645.16,Returning,Card
INV1013677,2024-01-27 07:44:05,STR016,PRD0107,Shoes,2,6975.9,0,280.18,Returning,Card
INV1013678,2024-06-07 02:52:05,STR005,PRD0110,Shoes,1,943.57,5,1977.84,Returning,Card
INV1013679,2024-07-27 22:31:05,STR049,PRD0115,Shoes,6,2341.79,15,1970.65,New,Card
INV1013680,2024-10-14 00:38:05,STR015,PRD0087,Shoes,3,7870.2,0,1745.5,Returning,Card
INV1013681,2024-03-15 06:37:05,STR018,PRD0111,Shoes,2,5766.21,5,1665.94,New,Card
INV1013682,2024-02-09 05:22:05,STR049,PRD0074,Accessories,2,4859.92,0,820.64,Returning,Digital
INV1013683,2025-03-08 04:58:05,STR015,PRD0038,Clothing,5,1646.43,0,1293.79,New,Card
INV1013684,2024-05-18 23:23:05,STR009,PRD0035,Clothing,3,693.44,0,773.45,New,Digital
INV1013685,2024-06-20 00:58:05,STR001,PRD0029,Clothing,2,2101.45,0,1478.57,New,Cash
INV1013686,2025-06-22 22:23:05,STR011,PRD0102,Shoes,5,1236.07,20,1188.36,Returning,Digital
INV1013687,2025-03-15 19:51:05,STR022,PRD0091,Shoes,5,7667.79,20,292.61,Returning,Card
INV1013688,2025-05-26 06:29:05,STR030,PRD0111,Shoes,3,1501.96,10,2028.64,Returning,Card
INV1013689,2025-10-29 21:01:05,STR001,PRD0087,Shoes,4,4024.87,20,2356.33,Returning,Card
INV1013690,2025-03-14 06:40:05,STR008,PRD0106,Shoes,3,5893.39,0,1265.57,New,Digital
INV1013691,2024-09-04 03:37:05,STR025,PRD0077,Accessories,3,6818.44,0,2176.23,Returning,Card
INV1013692,2023-12-01 21:51:05,STR029,PRD0011,Clothing,3,2532.12,0,505.1,Returning,Cash
INV1013693,2025-10-07 19:07:05,STR026,PRD0009,Clothing,4,1545.25,5,1031.9,Returning,Card
INV1013694,2024-03-24 03:22:05,STR045,PRD0004,Clothing,4,4403.21,5,594.85,Returning,Digital
INV1013695,2025-09-16 03:22:05,STR022,PRD0005,Clothing,4,1277.44,15,1307.28,Returning,Digital
INV1013696,2024-12-02 06:43:05,STR041,PRD0107,Shoes,3,1090.13,5,353.3,Returning,Digital
INV1013697,2025-07-10 23:14:05,STR041,PRD0035,Clothing,3,1692.98,5,848.57,Returning,Card
INV1013698,2025-06-15 04:29:05,STR014,PRD0001,Clothing,1,1139.9,0,1089.2,Returning,Cash
INV1013699,2025-01-19 06:58:05,STR042,PRD0112,Shoes,2,6774.25,0,697.58,Returning,Digital
INV1013700,2024-08-07 04:46:05,STR023,PRD0089,Shoes,3,1203.66,25,225.75,New,Digital
INV1013701,2024-09-23 04:40:05,STR034,PRD0088,Shoes,3,2481.47,20,1213.78,Returning,Cash
INV1013702,2025-03-01 20:08:05,STR022,PRD0001,Clothing,6,3324.19,20,1419.23,Returning,Cash
INV1013703,2025-05-31 21:09:05,STR015,PRD0011,Clothing,1,1061.96,0,437.77,Returning,Cash
INV1013704,2024-12-14 20:28:05,STR016,PRD0009,Clothing,5,3719.51,15,861.26,Returning,Card
INV1013705,2024-08-19 05:36:05,STR022,PRD0079,Accessories,5,1606.76,20,697.47,New,Cash
INV1013706,2025-02-06 21:31:05,STR017,PRD0019,Clothing,4,859.39,10,1371.88,New,Card
INV1013707,2024-04-06 02:53:05,STR004,PRD0065,Accessories,5,4412.09,10,1653.36,Returning,Cash
INV1013708,2024-05-26 07:21:05,STR031,PRD0077,Accessories,2,5201.6,0,1951.77,Returning,Cash
INV1013709,2024-09-03 03:18:05,STR039,PRD0057,Accessories,4,9997.67,10,460.92,Returning,Cash
INV1013710,2024-08-04 04:05:05,STR035,PRD0083,Shoes,4,1180.07,5,1175.26,Returning,Card
INV1013711,2024-07-12 07:06:05,STR030,PRD0065,Accessories,1,1262.85,0,1739.38,Returning,Digital
INV1013712,2024-03-31 20:13:05,STR047,PRD0087,Shoes,5,2034.92,20,1979.99,Returning,Card
INV1013713,2025-07-24 18:03:05,STR009,PRD0037,Clothing,3,3795.55,5,1840.18,New,Digital
INV1013714,2024-11-09 20:53:05,STR029,PRD0069,Accessories,6,1252.97,0,817.93,Returning,Card
INV1013715,2025-10-09 08:10:05,STR013,PRD0094,Shoes,3,5586.89,0,1070.98,Returning,Card
INV1013716,2025-08-02 20:10:05,STR009,PRD0114,Shoes,4,7124.23,0,515.64,Returning,Card
INV1013717,2024-07-06 06:19:05,STR032,PRD0061,Accessories,5,3957.63,25,2052.77,New,Card
INV1013718,2023-12-06 21:32:05,STR014,PRD0090,Shoes,4,3431.56,0,178.98,New,Digital
INV1013719,2024-05-12 22:21:05,STR004,PRD0006,Clothing,3,2661.18,20,1171.71,Returning,Cash
INV1013720,2025-07-03 00:21:05,STR021,PRD0006,Clothing,3,3940.48,10,1495.59,Returning,Card
INV1013721,2025-08-04 23:37:05,STR016,PRD0041,Accessories,2,5739.96,15,1573.32,Returning,Digital
INV1013722,2025-01-31 08:03:05,STR023,PRD0010,Clothing,1,1195.05,0,145.27,Returning,Cash
INV1013723,2024-06-05 19:29:05,STR029,PRD0109,Shoes,2,3584.17,10,1023.77,New,Card
INV1013724,2024-07-22 07:32:05,STR031,PRD0044,Accessories,2,2456.91,0,711.03,New,Digital
INV1013725,2025-10-27 21:32:05,STR039,PRD0007,Clothing,5,4607.55,25,1662.31,Returning,Card
INV1013726,2024-10-04 06:10:05,STR023,PRD0096,Shoes,2,7534.78,10,743.27,New,Digital
INV1013727,2025-05-19 04:22:05,STR024,PRD0093,Shoes,4,3398.53,10,1372.93,Returning,Card
INV1013728,2024-09-05 22:48:05,STR017,PRD0021,Clothing,2,1085.41,0,1445.12,New,Card
INV1013729,2023-12-07 18:49:05,STR004,PRD0080,Accessories,6,324.84,15,525.54,Returning,Card
INV1013730,2025-08-14 22:28:05,STR038,PRD0069,Accessories,1,2110.08,0,665.23,Returning,Digital
INV1013731,2024-05-25 22:57:05,STR008,PRD0064,Accessories,4,4301.87,0,1323.11,New,Cash
INV1013732,2024-09-28 23:30:05,STR021,PRD0056,Accessories,3,7506.65,0,1090.86,Returning,Card
INV1013733,2024-05-23 22:37:05,STR020,PRD0016,Clothing,3,3018.09,10,1190.04,New,Card
INV1013734,2024-12-28 02:56:05,STR003,PRD0040,Clothing,8,1744.08,20,1028.79,New,Card
INV1013735,2025-10-26 19:50:05,STR038,PRD0092,Shoes,5,4717.02,0,1204.8,Returning,Digital
INV1013736,2024-10-08 01:01:05,STR031,PRD0062,Accessories,3,1965.86,0,1364.76,New,Digital
INV1013737,2024-05-04 08:06:05,STR024,PRD0099,Shoes,4,4151.07,0,1574.08,Returning,Digital
INV1013738,2025-04-10 22:56:05,STR015,PRD0055,Accessories,2,6324.79,0,1495.38,Returning,Card
INV1013739,2023-12-08 02:16:05,STR012,PRD0078,Accessories,6,5464.48,5,1053.31,Returning,Cash
INV1013740,2025-10-02 03:06:05,STR002,PRD0085,Shoes,5,6458.21,5,798.97,Returning,Card
INV1013741,2023-12-17 22:39:05,STR040,PRD0015,Clothing,7,864.25,5,1463.39,Returning,Cash
INV1013742,2025-05-03 18:10:05,STR024,PRD0089,Shoes,4,4025.11,10,281.62,Returning,Card
INV1013743,2025-11-03 00:39:05,STR021,PRD0015,Clothing,4,1666.91,10,1203.88,New,Digital
INV1013744,2025-02-28 20:10:05,STR023,PRD0084,Shoes,3,2974.18,25,1976.58,Returning,Digital
INV1013745,2024-12-26 03:35:05,STR009,PRD0034,Clothing,4,3572.1,5,2210.32,Returning,Digital
INV1013746,2025-07-30 23:13:05,STR044,PRD0046,Accessories,2,6994.04,10,596.26,Returning,Digital
INV1013747,2024-08-15 07:58:05,STR041,PRD0109,Shoes,5,3562.35,10,1107.73,Returning,Card
INV1013748,2025-03-26 19:02:05,STR042,PRD0030,Clothing,1,2370.64,15,1150.74,New,Cash
INV1013749,2024-06-22 01:46:05,STR003,PRD0021,Clothing,2,3926.0,0,1939.56,Returning,Card
INV1013750,2024-08-12 19:46:05,STR042,PRD0037,Clothing,1,2516.88,5,1647.15,Returning,Cash
INV1013751,2025-02-22 03:47:05,STR019,PRD0054,Accessories,4,9398.21,10,2130.71,Returning,Card
INV1013752,2025-02-18 07:47:05,STR002,PRD0044,Accessories,4,6160.02,15,779.14,Returning,Cash
INV1013753,2024-12-19 05:42:05,STR009,PRD0063,Accessories,3,3032.67,0,1326.5,New,Cash
INV1013754,2023-11-28 20:48:05,STR022,PRD0056,Accessories,4,4781.5,0,1479.45,New,Cash
INV1013755,2024-04-26 06:30:05,STR027,PRD0018,Clothing,4,1964.31,10,1147.44,New,Cash
INV1013756,2024-02-19 19:25:05,STR030,PRD0021,Clothing,4,578.81,0,1520.57,Returning,Card
INV1013757,2023-11-25 17:51:05,STR044,PRD0059,Accessories,6,4969.93,20,425.95,Returning,Digital
INV1013758,2024-10-11 22:46:05,STR039,PRD0001,Clothing,3,3542.5,0,1255.75,New,Card
INV1013759,2024-03-02 20:09:05,STR033,PRD0036,Clothing,4,2190.73,0,1199.59,Returning,Card
INV1013760,2024-01-24 22:27:05,STR015,PRD0062,Accessories,2,6386.54,0,1510.69,New,Card
INV1013761,2024-10-06 00:40:05,STR031,PRD0114,Shoes,5,935.85,0,438.64,Returning,Cash
INV1013762,2025-06-05 02:07:05,STR041,PRD0080,Accessories,4,2457.62,10,600.4,Returning,Digital
INV1013763,2025-02-21 03:40:05,STR038,PRD0059,Accessories,4,466.75,15,422.4,Returning,Card
INV1013764,2024-09-07 23:36:05,STR030,PRD0054,Accessories,5,4042.18,5,1830.47,Returning,Cash
INV1013765,2025-02-24 22:43:05,STR038,PRD0044,Accessories,3,2195.6,15,756.37,Returning,Card
INV1013766,2024-08-02 07:45:05,STR013,PRD0065,Accessories,2,8038.42,0,2032.23,Returning,Card
INV1013767,2025-10-23 19:16:05,STR002,PRD0066,Accessories,5,8000.37,0,1698.11,Returning,Cash
INV1013768,2024-04-16 02:54:05,STR025,PRD0098,Shoes,3,1890.93,5,905.79,Returning,Card
INV1013769,2024-11-20 03:16:05,STR037,PRD0105,Shoes,2,3475.61,0,518.25,Returning,Digital
INV1013770,2025-02-13 08:00:05,STR019,PRD0001,Clothing,2,3244.72,0,1343.38,Returning,Cash
INV1013771,2024-02-16 22:12:05,STR021,PRD0001,Clothing,3,2903.04,15,1445.39,Returning,Cash
INV1013772,2024-11-21 20:30:05,STR008,PRD0047,Accessories,6,3338.83,5,298.94,Returning,Cash
INV1013773,2024-07-23 20:37:05,STR013,PRD0083,Shoes,2,5810.9,0,1277.42,New,Card
INV1013774,2025-05-07 04:48:05,STR031,PRD0019,Clothing,4,2138.84,25,1611.99,New,Cash
INV1013775,2024-10-23 19:31:05,STR026,PRD0079,Accessories,3,1573.63,5,494.43,Returning,Cash
INV1013776,2024-10-28 00:04:05,STR013,PRD0100,Shoes,3,5766.63,0,1685.92,Returning,Card
INV1013777,2024-10-21 02:10:05,STR010,PRD0024,Clothing,5,4230.76,0,406.15,Returning,Cash
INV1013778,2024-09-05 01:49:05,STR014,PRD0048,Accessories,3,7582.95,20,658.75,Returning,Cash
INV1013779,2024-03-11 22:55:05,STR045,PRD0027,Clothing,2,2468.67,15,307.49,Returning,Cash
INV1013780,2025-06-05 02:06:05,STR001,PRD0076,Accessories,4,3574.36,25,917.33,Returning,Cash
INV1013781,2025-09-07 03:34:05,STR037,PRD0030,Clothing,3,2496.87,15,1087.7,Returning,Cash
INV1013782,2025-05-07 19:30:05,STR002,PRD0088,Shoes,2,6497.22,0,933.49,Returning,Cash
INV1013783,2024-11-28 07:43:05,STR044,PRD0049,Accessories,5,403.52,10,1501.31,New,Cash
INV1013784,2025-02-07 18:17:05,STR037,PRD0094,Shoes,1,2629.27,15,1014.73,New,Card
INV1013785,2025-07-15 20:35:05,STR022,PRD0062,Accessories,2,5693.31,5,1327.17,Returning,Digital
INV1013786,2025-10-28 20:06:05,STR009,PRD0083,Shoes,4,3273.7,15,1290.67,Returning,Card
INV1013787,2024-09-09 07:18:05,STR002,PRD0105,Shoes,3,2937.88,10,578.74,Returning,Cash
INV1013788,2023-12-13 19:26:05,STR025,PRD0039,Clothing,6,558.67,10,1937.79,Returning,Digital
INV1013789,2024-04-24 05:37:05,STR041,PRD0114,Shoes,4,3323.79,30,521.3,New,Digital
INV1013790,2025-05-24 01:08:05,STR027,PRD0106,Shoes,3,3755.27,0,1514.61,New,Digital
INV1013791,2023-12-17 02:57:05,STR024,PRD0015,Clothing,3,4222.56,0,1183.76,Returning,Card
INV1013792,2024-09-27 05:49:05,STR026,PRD0069,Accessories,5,1623.75,20,639.48,New,Card
INV1013793,2024-11-11 02:47:05,STR009,PRD0013,Clothing,4,4294.6,0,139.93,Returning,Card
INV1013794,2025-01-16 00:59:05,STR020,PRD0026,Clothing,2,3182.76,0,862.17,Returning,Cash
INV1013795,2025-08-25 05:14:05,STR034,PRD0082,Shoes,3,5494.71,0,593.2,Returning,Cash
INV1013796,2025-03-12 01:53:05,STR009,PRD0068,Accessories,2,8966.22,10,177.44,New,Digital
INV1013797,2024-02-27 06:16:05,STR013,PRD0106,Shoes,3,1926.93,0,1347.08,Returning,Digital
INV1013798,2025-01-03 19:21:05,STR002,PRD0096,Shoes,2,4582.29,0,719.73,New,Card
INV1013799,2024-01-13 21:38:05,STR023,PRD0002,Clothing,1,3608.2,0,175.37,New,Cash
INV1013800,2025-09-06 02:31:05,STR027,PRD0108,Shoes,6,1461.76,15,1037.12,New,Card
INV1013801,2024-10-14 08:16:05,STR043,PRD0094,Shoes,4,2001.81,10,870.94,New,Cash
INV1013802,2024-01-26 18:38:05,STR010,PRD0032,Clothing,6,2072.63,0,1333.24,New,Cash
INV1013803,2025-02-07 03:55:05,STR049,PRD0096,Shoes,3,4885.19,0,821.45,New,Digital
INV1013804,2024-05-06 05:30:05,STR021,PRD0064,Accessories,3,513.07,5,1409.49,Returning,Card
INV1013805,2024-06-01 21:00:05,STR021,PRD0094,Shoes,1,2644.21,5,857.77,Returning,Cash
INV1013806,2025-02-18 22:51:05,STR002,PRD0069,Accessories,1,7151.36,5,748.59,Returning,Cash
INV1013807,2025-05-23 19:21:05,STR033,PRD0047,Accessories,3,7566.89,0,262.69,Returning,Card
INV1013808,2024-06-20 00:21:05,STR007,PRD0082,Shoes,6,6738.66,30,583.82,New,Card
INV1013809,2024-06-10 22:21:05,STR014,PRD0103,Shoes,2,6548.95,0,1649.35,New,Digital
INV1013810,2025-08-17 19:32:05,STR049,PRD0054,Accessories,4,9150.21,25,1642.12,Returning,Card
INV1013811,2024-10-24 05:01:05,STR009,PRD0109,Shoes,3,5889.03,5,973.27,Returning,Card
INV1013812,2025-04-14 00:29:05,STR041,PRD0019,Clothing,5,4821.89,15,1778.01,Returning,Card
INV1013813,2025-01-31 20:22:05,STR024,PRD0012,Clothing,4,2741.35,10,965.08,Returning,Cash
INV1013814,2025-08-07 19:01:05,STR034,PRD0032,Clothing,2,977.37,15,1541.56,Returning,Card
INV1013815,2025-06-18 20:10:05,STR049,PRD0024,Clothing,1,1527.92,5,340.07,Returning,Cash
INV1013816,2024-03-04 03:32:05,STR010,PRD0041,Accessories,4,3487.87,20,1407.15,Returning,Card
INV1013817,2024-08-04 18:20:05,STR007,PRD0049,Accessories,2,8079.69,0,1478.68,New,Digital
INV1013818,2025-06-20 08:38:05,STR040,PRD0005,Clothing,1,1560.65,5,1283.86,Returning,Digital
INV1013819,2024-01-11 05:30:05,STR014,PRD0011,Clothing,3,2551.71,0,600.51,Returning,Card
INV1013820,2025-05-04 23:29:05,STR019,PRD0009,Clothing,3,2239.34,5,1017.7,Returning,Digital
INV1013821,2025-08-27 04:44:05,STR020,PRD0040,Clothing,3,2758.78,0,983.47,New,Card
INV1013822,2025-01-09 23:20:05,STR036,PRD0047,Accessories,1,9865.12,5,340.89,Returning,Card
INV1013823,2025-08-08 00:21:05,STR032,PRD0013,Clothing,3,4947.72,5,180.3,Returning,Cash
INV1013824,2025-07-21 04:33:05,STR011,PRD0109,Shoes,3,5307.47,10,1142.52,Returning,Digital
INV1013825,2025-01-19 23:27:05,STR002,PRD0009,Clothing,4,505.63,25,907.39,Returning,Card
INV1013826,2024-05-20 01:38:05,STR047,PRD0020,Clothing,1,3583.55,0,121.41,New,Cash
INV1013827,2025-03-13 07:22:05,STR035,PRD0007,Clothing,2,1738.81,15,1833.7,Returning,Card
INV1013828,2024-04-05 07:03:05,STR019,PRD0021,Clothing,2,3032.63,5,1608.22,Returning,Cash
INV1013829,2025-03-26 22:49:05,STR015,PRD0038,Clothing,1,3263.31,5,1530.22,New,Card
INV1013830,2024-06-17 22:09:05,STR006,PRD0065,Accessories,4,8289.82,0,1483.63,Returning,Cash
INV1013831,2025-08-22 21:13:05,STR012,PRD0014,Clothing,2,4336.74,0,545.41,Returning,Digital
INV1013832,2025-01-26 04:53:05,STR019,PRD0091,Shoes,9,6172.94,5,277.11,Returning,Digital
INV1013833,2025-05-07 07:25:05,STR040,PRD0030,Clothing,4,1597.94,25,1148.76,Returning,Cash
INV1013834,2025-06-24 01:58:05,STR016,PRD0101,Shoes,3,3440.93,20,138.01,New,Card
INV1013835,2025-08-12 01:51:05,STR039,PRD0110,Shoes,4,4216.7,10,1596.36,Returning,Card
INV1013836,2023-11-28 17:53:05,STR017,PRD0100,Shoes,6,4878.34,15,1401.26,Returning,Card
INV1013837,2023-11-24 04:31:05,STR020,PRD0111,Shoes,4,1515.36,0,1784.76,Returning,Card
INV1013838,2025-05-12 22:51:05,STR016,PRD0072,Accessories,1,547.68,0,1778.92,Returning,Digital
INV1013839,2025-03-14 07:00:05,STR003,PRD0032,Clothing,2,3079.14,15,1216.74,New,Digital
INV1013840,2024-09-28 06:37:05,STR011,PRD0062,Accessories,3,4272.99,0,1234.47,New,Digital
INV1013841,2025-06-10 23:51:05,STR006,PRD0081,Shoes,3,7482.15,5,935.68,New,Digital
INV1013842,2024-11-05 21:22:05,STR020,PRD0086,Shoes,6,5971.62,15,433.31,Returning,Card
INV1013843,2025-07-10 05:52:05,STR020,PRD0077,Accessories,2,4056.91,5,2032.73,New,Digital
INV1013844,2025-03-19 07:49:05,STR035,PRD0090,Shoes,2,965.9,15,204.82,Returning,Cash
INV1013845,2025-09-21 21:04:05,STR036,PRD0003,Clothing,4,639.94,15,703.39,Returning,Cash
INV1013846,2025-09-29 18:01:05,STR049,PRD0108,Shoes,2,5928.47,10,744.28,Returning,Card
INV1013847,2024-05-13 04:09:05,STR032,PRD0092,Shoes,4,6282.04,10,1269.14,Returning,Digital
INV1013848,2023-12-13 06:32:05,STR026,PRD0005,Clothing,5,1360.68,10,1717.8,New,Digital
INV1013849,2024-10-25 19:26:05,STR010,PRD0016,Clothing,8,3865.79,30,1274.01,New,Digital
INV1013850,2024-08-04 08:13:05,STR020,PRD0052,Accessories,3,1413.02,0,420.59,Returning,Digital
INV1013851,2024-01-11 02:29:05,STR004,PRD0084,Shoes,4,984.14,5,1805.67,Returning,Card
INV1013852,2025-03-01 04:02:05,STR029,PRD0030,Clothing,4,4168.31,5,1442.64,Returning,Card
INV1013853,2023-12-13 08:27:05,STR005,PRD0012,Clothing,4,523.4,10,1054.26,New,Card
INV1013854,2025-08-15 23:46:05,STR013,PRD0058,Accessories,5,5894.56,5,1698.19,Returning,Card
INV1013855,2025-05-05 22:06:05,STR005,PRD0100,Shoes,2,7610.44,10,1404.32,New,Card
INV1013856,2025-08-06 18:51:05,STR037,PRD0087,Shoes,1,2011.67,5,2276.1,Returning,Cash
INV1013857,2024-06-10 23:59:05,STR031,PRD0085,Shoes,3,2786.79,10,784.61,Returning,Card
INV1013858,2024-02-12 22:35:05,STR027,PRD0064,Accessories,2,5201.65,15,1270.72,Returning,Card
INV1013859,2025-05-09 01:04:05,STR049,PRD0066,Accessories,3,6038.07,10,1813.85,Returning,Digital
INV1013860,2025-07-15 22:09:05,STR005,PRD0009,Clothing,3,1990.81,20,1009.91,Returning,Card
INV1013861,2024-06-12 00:17:05,STR024,PRD0047,Accessories,2,6053.49,5,252.63,Returning,Digital
INV1013862,2025-05-19 04:41:05,STR036,PRD0109,Shoes,3,3225.33,10,998.79,Returning,Cash
INV1013863,2024-12-30 01:13:05,STR027,PRD0020,Clothing,2,4526.77,0,100.35,Returning,Digital
INV1013864,2024-06-08 04:15:05,STR031,PRD0017,Clothing,5,4801.33,10,469.59,New,Cash
INV1013865,2024-09-09 22:43:05,STR007,PRD0040,Clothing,2,4407.74,10,1410.45,Returning,Cash
INV1013866,2023-12-28 18:03:05,STR019,PRD0019,Clothing,3,2726.85,0,1327.31,Returning,Cash
INV1013867,2025-02-16 19:07:05,STR020,PRD0036,Clothing,2,4051.63,0,1176.42,Returning,Digital
INV1013868,2024-06-30 07:21:05,STR025,PRD0061,Accessories,5,5409.93,10,1684.7,Returning,Card
INV1013869,2024-03-13 02:24:05,STR001,PRD0005,Clothing,3,4827.28,5,1490.87,Returning,Card
INV1013870,2024-11-24 23:18:05,STR025,PRD0036,Clothing,5,769.67,0,1026.78,Returning,Cash
INV1013871,2024-05-28 00:31:05,STR046,PRD0072,Accessories,3,4790.85,10,2023.87,New,Cash
INV1013872,2025-07-28 19:23:05,STR010,PRD0084,Shoes,6,5825.54,30,2102.94,Returning,Cash
INV1013873,2024-02-27 02:52:05,STR026,PRD0023,Clothing,4,1094.86,5,605.7,Returning,Cash
INV1013874,2025-02-19 23:49:05,STR040,PRD0096,Shoes,4,5732.77,0,864.75,Returning,Digital
INV1013875,2025-08-15 07:45:05,STR035,PRD0049,Accessories,7,6349.66,20,1424.69,Returning,Card
INV1013876,2025-09-27 22:18:05,STR015,PRD0022,Clothing,3,4486.43,10,1367.23,Returning,Cash
INV1013877,2025-11-10 01:09:05,STR041,PRD0079,Accessories,6,5280.75,15,697.87,New,Card
INV1013878,2024-05-13 21:18:05,STR038,PRD0024,Clothing,4,4417.03,15,472.61,New,Cash
INV1013879,2025-08-10 06:57:05,STR046,PRD0104,Shoes,3,7075.68,5,1297.0,Returning,Card
INV1013880,2025-10-17 19:53:05,STR036,PRD0045,Accessories,9,8083.22,0,210.99,Returning,Card
INV1013881,2024-02-02 07:23:05,STR007,PRD0013,Clothing,1,1151.81,5,164.27,Returning,Digital
INV1013882,2024-11-20 20:29:05,STR010,PRD0040,Clothing,6,754.12,15,1418.18,Returning,Digital
INV1013883,2025-10-28 07:18:05,STR047,PRD0005,Clothing,5,2802.14,15,1667.23,Returning,Card
INV1013884,2024-06-12 21:19:05,STR048,PRD0055,Accessories,2,9356.57,10,1157.93,Returning,Card
INV1013885,2025-03-13 00:11:05,STR039,PRD0047,Accessories,1,2700.16,0,340.07,New,Cash
INV1013886,2025-04-21 00:12:05,STR027,PRD0014,Clothing,3,3569.41,0,552.99,Returning,Digital
INV1013887,2025-04-26 20:36:05,STR028,PRD0100,Shoes,3,7029.36,20,1475.53,New,Cash
INV1013888,2024-10-13 01:11:05,STR034,PRD0093,Shoes,5,6585.3,0,1633.34,Returning,Cash
